code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
2367752,22.0,False,False,215,2024-01-30T19:30:00Z,0,False,False,1,,16,,[],4,2,93535
2367750,22.0,False,False,213,2024-01-30T19:45:00Z,0,False,False,9,,10,,[],2,2,93533
2367751,22.0,False,False,214,2024-01-30T19:45:00Z,0,False,False,5,,12,,[],3,2,93534
2367749,22.0,False,False,212,2024-01-30T20:00:00Z,0,False,False,17,,8,,[],2,2,93532
2367748,22.0,False,False,211,2024-01-30T20:15:00Z,0,False,False,15,,2,,[],4,3,93531
2367757,22.0,False,False,220,2024-01-31T19:30:00Z,0,False,False,6,,13,,[],2,5,93540
2367753,22.0,False,False,216,2024-01-31T19:30:00Z,0,False,False,4,,18,,[],3,3,93536
2367756,22.0,False,False,219,2024-01-31T20:15:00Z,0,False,False,7,,11,,[],3,4,93539
2367754,22.0,False,False,217,2024-02-01T19:30:00Z,0,False,False,3,,19,,[],2,3,93537
2367755,22.0,False,False,218,2024-02-01T20:15:00Z,0,False,False,14,,20,,[],3,2,93538
