code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
2367798,27.0,False,False,261,2024-03-02T15:00:00Z,0,False,False,7,,4,,[],3,3,93581
2367799,27.0,False,False,262,2024-03-02T15:00:00Z,0,False,False,3,,6,,[],2,2,93582
2367800,27.0,False,False,263,2024-03-02T15:00:00Z,0,False,False,19,,9,,[],2,2,93583
2367801,27.0,False,False,264,2024-03-02T15:00:00Z,0,False,False,5,,10,,[],3,2,93584
2367802,27.0,False,False,265,2024-03-02T15:00:00Z,0,False,False,2,,12,,[],3,2,93585
2367803,27.0,False,False,266,2024-03-02T15:00:00Z,0,False,False,14,,13,,[],3,5,93586
2367804,27.0,False,False,267,2024-03-02T15:00:00Z,0,False,False,20,,15,,[],2,4,93587
2367805,27.0,False,False,268,2024-03-02T15:00:00Z,0,False,False,11,,16,,[],4,2,93588
2367806,27.0,False,False,269,2024-03-02T15:00:00Z,0,False,False,1,,17,,[],4,2,93589
2367807,27.0,False,False,270,2024-03-02T15:00:00Z,0,False,False,8,,18,,[],2,3,93590
