code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
2367792,26.0,False,False,255,2024-02-23T20:00:00Z,0,False,False,18,,7,,[],3,3,93575
2367790,26.0,False,False,252,2024-02-24T15:00:00Z,0,False,False,16,,2,,[],2,3,93572
2367791,26.0,False,False,254,2024-02-24T15:00:00Z,0,False,False,9,,5,,[],2,3,93574
2367793,26.0,False,False,256,2024-02-24T15:00:00Z,0,False,False,6,,8,,[],2,2,93576
2367794,26.0,False,False,257,2024-02-24T15:00:00Z,0,False,False,12,,11,,[],2,4,93577
2367795,26.0,False,False,258,2024-02-24T15:00:00Z,0,False,False,10,,14,,[],2,4,93578
2367788,26.0,False,False,253,2024-02-24T17:30:00Z,0,False,False,13,,3,,[],5,2,93573
2367789,26.0,False,False,251,2024-02-24T20:00:00Z,0,False,False,15,,1,,[],4,4,93571
2367797,26.0,False,False,260,2024-02-25T13:30:00Z,0,False,False,17,,20,,[],2,2,93580
2367796,26.0,False,False,259,2024-02-26T20:00:00Z,0,False,False,4,,19,,[],3,3,93579
