element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
1,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-241,20974,0,241,1
2,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-243,43810,660,903,2
3,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-171,8562,95,266,3
4,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-107,8996,6,113,4
5,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,0,0,0,0,18,20.4,12.2,7.0,4.0,1,0.19,0.10,0.29,1.48,49,168680,1755052,178016,9336,5
6,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,71,-10922,171523,1899,12821,6
7,186,7,0,False,2023-12-27T19:30:00Z,2.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-151,12275,15,166,7
8,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,1,0,0,0,8,16.8,51.1,42.0,11.0,1,0.46,0.27,0.73,1.48,80,45900,580454,75762,29862,8
9,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-185,18522,107,292,9
10,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-76,8984,90,166,10
11,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-22,4521,0,22,11
12,181,19,2,True,2023-12-28T20:15:00Z,0.0,2.0,19,63,0,0,0,2,0,0,0,0,0,0,0,7,3.4,15.0,26.0,4.4,1,0.08,0.29,0.37,0.60,77,-10841,610018,15088,25929,12
13,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,26,0,0,0,0,0,0,0,0,0,0,0,1,3.2,0.5,30.0,3.4,0,0.20,0.00,0.20,0.87,54,-37020,533753,7627,44647,13
14,181,19,2,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,0,0,0,0,12,23.2,92.0,49.0,16.4,1,0.09,1.02,1.11,1.48,84,55086,1591455,73325,18239,14
15,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-89,15735,9,98,15
16,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-15,4574,0,15,16
17,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-9307,672825,907,10214,17
18,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-65,8638,0,65,18
19,181,19,2,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,0,0,0,0,6,27.2,61.3,87.0,17.6,1,0.58,0.57,1.15,1.48,90,-10268,6110363,85560,95828,19
20,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,0,0,0,0,16,19.8,23.0,8.0,5.1,1,0.10,0.04,0.14,1.48,55,64315,3788776,96025,31710,20
21,190,17,6,False,2023-12-26T15:00:00Z,2.0,3.0,19,90,0,1,0,2,0,0,0,0,0,0,1,25,42.4,11.6,4.0,5.8,1,0.03,0.01,0.04,2.59,49,150,1814,199,49,21
22,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,11,0,0,0,0,0,0,0,0,0,0,0,3,7.0,1.3,7.0,1.5,0,0.08,0.01,0.09,0.79,53,55,9811,111,56,22
23,189,15,0,False,2023-12-26T12:30:00Z,1.0,3.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-223,27894,190,413,23
24,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-39,10405,0,39,24
25,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2907,33165,23,2930,25
26,181,19,2,True,2023-12-28T20:15:00Z,0.0,2.0,19,78,0,0,0,2,0,0,0,0,0,0,0,2,3.8,16.8,37.0,5.8,1,0.83,0.12,0.95,0.69,65,-7566,193427,3317,10883,26
27,190,12,1,True,2023-12-26T15:00:00Z,2.0,3.0,19,90,0,0,0,3,0,0,0,0,0,0,0,4,2.2,1.3,13.0,1.7,1,0.15,0.01,0.16,0.63,39,11745,255128,16908,5163,27
28,189,15,3,False,2023-12-26T12:30:00Z,1.0,3.0,19,90,0,0,0,1,0,0,0,0,0,5,0,23,45.4,0.0,0.0,4.5,1,0.00,0.00,0.00,2.43,39,1993,1300182,19146,17153,28
29,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,90,0,0,0,2,0,0,0,0,0,0,0,16,18.4,20.5,10.0,4.9,1,0.10,0.51,0.61,1.48,56,-6551,1158852,17152,23703,29
30,181,19,0,True,2023-12-28T20:15:00Z,0.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-3,989,0,3,30
31,181,19,1,True,2023-12-28T20:15:00Z,0.0,2.0,19,63,0,0,0,2,0,0,0,0,0,0,0,13,11.2,27.8,2.0,4.1,1,0.00,0.30,0.30,0.60,52,61860,1424929,90339,28479,31
32,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,40,0,0,0,3,0,0,0,0,0,0,0,11,11.6,25.3,6.0,4.3,0,0.00,0.33,0.33,0.71,50,-1875,69242,8375,10250,32
33,190,12,5,True,2023-12-26T15:00:00Z,2.0,3.0,19,85,0,1,0,3,0,0,0,0,0,0,0,18,10.8,27.5,29.0,6.7,1,0.76,0.19,0.95,0.63,46,35971,959193,66676,30705,33
34,188,14,2,False,2023-12-26T20:00:00Z,3.0,2.0,19,76,0,0,0,2,0,0,0,0,0,0,0,5,8.6,11.8,35.0,5.5,1,0.10,0.24,0.34,0.85,56,18843,344731,40893,22050,34
35,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,1,3990,21,20,35
36,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-330448,1956125,4454,334902,36
37,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-675,100918,1052,1727,37
38,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-41,18332,0,41,38
39,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-67,12408,0,67,39
40,188,14,13,False,2023-12-26T20:00:00Z,3.0,2.0,19,85,1,1,0,3,0,0,0,0,0,0,3,45,43.4,3.1,35.0,8.2,1,0.70,0.01,0.71,0.95,49,11,2029,66,55,40
41,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,90,0,0,0,3,0,0,0,1,0,0,0,11,21.6,0.8,4.0,2.6,1,0.10,0.01,0.11,1.04,44,-3310,73261,3465,6775,41
42,188,14,1,False,2023-12-26T20:00:00Z,3.0,2.0,19,49,0,0,0,0,0,0,0,0,0,0,0,5,7.6,18.9,10.0,3.7,1,0.00,0.10,0.10,0.32,47,74477,608760,83452,8975,42
43,188,14,2,False,2023-12-26T20:00:00Z,3.0,2.0,19,90,0,0,0,3,0,0,0,0,0,0,0,7,4.0,29.8,4.0,3.8,1,0.04,0.09,0.13,1.04,55,97967,823693,116325,18358,43
44,188,14,1,False,2023-12-26T20:00:00Z,3.0,2.0,19,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.09,50,-281,20295,614,895,44
45,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,289,20568,622,333,45
46,188,14,1,False,2023-12-26T20:00:00Z,3.0,2.0,19,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,0,0.00,0.00,0.00,0.09,44,-14,2267,33,47,46
47,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-607,10798,14,621,47
48,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,90,0,0,0,3,0,0,0,1,0,0,0,10,14.4,3.0,4.0,2.1,1,0.08,0.02,0.10,1.04,46,21060,307994,32757,11697,48
49,188,14,2,False,2023-12-26T20:00:00Z,3.0,2.0,19,90,0,0,0,3,0,0,0,0,0,4,0,23,32.6,0.0,0.0,3.3,1,0.00,0.00,0.00,1.04,52,-1042,1215310,31937,32979,49
50,188,14,7,False,2023-12-26T20:00:00Z,3.0,2.0,19,85,1,0,0,3,0,0,0,0,0,0,0,20,38.0,18.9,27.0,8.4,1,0.55,0.08,0.63,0.95,55,-5030,179951,11312,16342,50
51,188,14,0,False,2023-12-26T20:00:00Z,3.0,2.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-1391,128488,50,1441,51
52,190,17,0,False,2023-12-26T15:00:00Z,2.0,3.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3124,90162,772,3896,52
